団体コード,都道府県名（漢字）,市区町村名（漢字）,都道府県名（カナ）,市区町村名（カナ）,訪問レベル
024414,青森県,三戸町,ｱｵﾓﾘｹﾝ,ｻﾝﾉﾍﾏﾁ,1
024422,青森県,五戸町,ｱｵﾓﾘｹﾝ,ｺﾞﾉﾍﾏﾁ,0
024431,青森県,田子町,ｱｵﾓﾘｹﾝ,ﾀｯｺﾏﾁ,0
024457,青森県,南部町,ｱｵﾓﾘｹﾝ,ﾅﾝﾌﾞﾁｮｳ,1
024465,青森県,階上町,ｱｵﾓﾘｹﾝ,ﾊｼｶﾐﾁｮｳ,0
024503,青森県,新郷村,ｱｵﾓﾘｹﾝ,ｼﾝｺﾞｳﾑﾗ,0
032018,岩手県,盛岡市,ｲﾜﾃｹﾝ,ﾓﾘｵｶｼ,4
032026,岩手県,宮古市,ｲﾜﾃｹﾝ,ﾐﾔｺｼ,0
032034,岩手県,大船渡市,ｲﾜﾃｹﾝ,ｵｵﾌﾅﾄｼ,0
032051,岩手県,花巻市,ｲﾜﾃｹﾝ,ﾊﾅﾏｷｼ,1
032069,岩手県,北上市,ｲﾜﾃｹﾝ,ｷﾀｶﾐｼ,1
032077,岩手県,久慈市,ｲﾜﾃｹﾝ,ｸｼﾞｼ,0
032085,岩手県,遠野市,ｲﾜﾃｹﾝ,ﾄｵﾉｼ,0
032093,岩手県,一関市,ｲﾜﾃｹﾝ,ｲﾁﾉｾｷｼ,1
032107,岩手県,陸前高田市,ｲﾜﾃｹﾝ,ﾘｸｾﾞﾝﾀｶﾀｼ,0
032115,岩手県,釜石市,ｲﾜﾃｹﾝ,ｶﾏｲｼｼ,0
032131,岩手県,二戸市,ｲﾜﾃｹﾝ,ﾆﾉﾍｼ,1
032140,岩手県,八幡平市,ｲﾜﾃｹﾝ,ﾊﾁﾏﾝﾀｲｼ,3
032158,岩手県,奥州市,ｲﾜﾃｹﾝ,ｵｳｼｭｳｼ,1
032166,岩手県,滝沢市,ｲﾜﾃｹﾝ,ﾀｷｻﾞﾜｼ,1
033014,岩手県,雫石町,ｲﾜﾃｹﾝ,ｼｽﾞｸｲｼﾁｮｳ,0
033022,岩手県,葛巻町,ｲﾜﾃｹﾝ,ｸｽﾞﾏｷﾏﾁ,0
033031,岩手県,岩手町,ｲﾜﾃｹﾝ,ｲﾜﾃﾏﾁ,1
033219,岩手県,紫波町,ｲﾜﾃｹﾝ,ｼﾜﾁｮｳ,1
033227,岩手県,矢巾町,ｲﾜﾃｹﾝ,ﾔﾊﾊﾞﾁｮｳ,1
033669,岩手県,西和賀町,ｲﾜﾃｹﾝ,ﾆｼﾜｶﾞﾏﾁ,0
033812,岩手県,金ケ崎町,ｲﾜﾃｹﾝ,ｶﾈｶﾞｻｷﾁｮｳ,1
034029,岩手県,平泉町,ｲﾜﾃｹﾝ,ﾋﾗｲｽﾞﾐﾁｮｳ,4
034410,岩手県,住田町,ｲﾜﾃｹﾝ,ｽﾐﾀﾁｮｳ,0
034614,岩手県,大槌町,ｲﾜﾃｹﾝ,ｵｵﾂﾁﾁｮｳ,0
034827,岩手県,山田町,ｲﾜﾃｹﾝ,ﾔﾏﾀﾞﾏﾁ,0
034835,岩手県,岩泉町,ｲﾜﾃｹﾝ,ｲﾜｲｽﾞﾐﾁｮｳ,0
034843,岩手県,田野畑村,ｲﾜﾃｹﾝ,ﾀﾉﾊﾀﾑﾗ,0
034851,岩手県,普代村,ｲﾜﾃｹﾝ,ﾌﾀﾞｲﾑﾗ,0
035017,岩手県,軽米町,ｲﾜﾃｹﾝ,ｶﾙﾏｲﾏﾁ,0
035033,岩手県,野田村,ｲﾜﾃｹﾝ,ﾉﾀﾞﾑﾗ,0
035068,岩手県,九戸村,ｲﾜﾃｹﾝ,ｸﾉﾍﾑﾗ,0
035076,岩手県,洋野町,ｲﾜﾃｹﾝ,ﾋﾛﾉﾁｮｳ,0
035246,岩手県,一戸町,ｲﾜﾃｹﾝ,ｲﾁﾉﾍﾏﾁ,1
041009,宮城県,仙台市,ﾐﾔｷﾞｹﾝ,ｾﾝﾀﾞｲｼ,4
041017,宮城県,仙台市青葉区,ﾐﾔｷﾞｹﾝ,ｾﾝﾀﾞｲｼｱｵﾊﾞｸ,4
041025,宮城県,仙台市宮城野区,ﾐﾔｷﾞｹﾝ,ｾﾝﾀﾞｲｼﾐﾔｷﾞﾉｸ,4
041033,宮城県,仙台市若林区,ﾐﾔｷﾞｹﾝ,ｾﾝﾀﾞｲｼﾜｶﾊﾞﾔｼｸ,4
041041,宮城県,仙台市太白区,ﾐﾔｷﾞｹﾝ,ｾﾝﾀﾞｲｼﾀｲﾊｸｸ,4
041050,宮城県,仙台市泉区,ﾐﾔｷﾞｹﾝ,ｾﾝﾀﾞｲｼｲｽﾞﾐｸ,3
042021,宮城県,石巻市,ﾐﾔｷﾞｹﾝ,ｲｼﾉﾏｷｼ,0
042030,宮城県,塩竈市,ﾐﾔｷﾞｹﾝ,ｼｵｶﾞﾏｼ,3
042056,宮城県,気仙沼市,ﾐﾔｷﾞｹﾝ,ｹｾﾝﾇﾏｼ,0
042064,宮城県,白石市,ﾐﾔｷﾞｹﾝ,ｼﾛｲｼｼ,1
042072,宮城県,名取市,ﾐﾔｷﾞｹﾝ,ﾅﾄﾘｼ,1
042081,宮城県,角田市,ﾐﾔｷﾞｹﾝ,ｶｸﾀﾞｼ,0
042099,宮城県,多賀城市,ﾐﾔｷﾞｹﾝ,ﾀｶﾞｼﾞｮｳｼ,1
042111,宮城県,岩沼市,ﾐﾔｷﾞｹﾝ,ｲﾜﾇﾏｼ,1
042129,宮城県,登米市,ﾐﾔｷﾞｹﾝ,ﾄﾒｼ,1
042137,宮城県,栗原市,ﾐﾔｷﾞｹﾝ,ｸﾘﾊﾗｼ,1
042145,宮城県,東松島市,ﾐﾔｷﾞｹﾝ,ﾋｶﾞｼﾏﾂｼﾏｼ,1
042153,宮城県,大崎市,ﾐﾔｷﾞｹﾝ,ｵｵｻｷｼ,4
042161,宮城県,富谷市,ﾐﾔｷﾞｹﾝ,ﾄﾐﾔｼ,0
043010,宮城県,蔵王町,ﾐﾔｷﾞｹﾝ,ｻﾞｵｳﾏﾁ,3
043028,宮城県,七ヶ宿町,ﾐﾔｷﾞｹﾝ,ｼﾁｶｼｭｸﾏﾁ,3
043214,宮城県,大河原町,ﾐﾔｷﾞｹﾝ,ｵｵｶﾞﾜﾗﾏﾁ,1
043222,宮城県,村田町,ﾐﾔｷﾞｹﾝ,ﾑﾗﾀﾏﾁ,1
043231,宮城県,柴田町,ﾐﾔｷﾞｹﾝ,ｼﾊﾞﾀﾏﾁ,1
043249,宮城県,川崎町,ﾐﾔｷﾞｹﾝ,ｶﾜｻｷﾏﾁ,3
043419,宮城県,丸森町,ﾐﾔｷﾞｹﾝ,ﾏﾙﾓﾘﾏﾁ,0
043613,宮城県,亘理町,ﾐﾔｷﾞｹﾝ,ﾜﾀﾘﾁｮｳ,0
043621,宮城県,山元町,ﾐﾔｷﾞｹﾝ,ﾔﾏﾓﾄﾁｮｳ,0
044016,宮城県,松島町,ﾐﾔｷﾞｹﾝ,ﾏﾂｼﾏﾏﾁ,3
044041,宮城県,七ヶ浜町,ﾐﾔｷﾞｹﾝ,ｼﾁｶﾞﾊﾏﾏﾁ,3
044067,宮城県,利府町,ﾐﾔｷﾞｹﾝ,ﾘﾌﾁｮｳ,3
044211,宮城県,大和町,ﾐﾔｷﾞｹﾝ,ﾀｲﾜﾁｮｳ,0
044229,宮城県,大郷町,ﾐﾔｷﾞｹﾝ,ｵｵｻﾄﾁｮｳ,0
044245,宮城県,大衡村,ﾐﾔｷﾞｹﾝ,ｵｵﾋﾗﾑﾗ,0
044440,宮城県,色麻町,ﾐﾔｷﾞｹﾝ,ｼｶﾏﾁｮｳ,0
044458,宮城県,加美町,ﾐﾔｷﾞｹﾝ,ｶﾐﾏﾁ,0
045012,宮城県,涌谷町,ﾐﾔｷﾞｹﾝ,ﾜｸﾔﾁｮｳ,0
045055,宮城県,美里町,ﾐﾔｷﾞｹﾝ,ﾐｻﾄﾏﾁ,1
045811,宮城県,女川町,ﾐﾔｷﾞｹﾝ,ｵﾅｶﾞﾜﾁｮｳ,0
046060,宮城県,南三陸町,ﾐﾔｷﾞｹﾝ,ﾐﾅﾐｻﾝﾘｸﾁｮｳ,0
052019,秋田県,秋田市,ｱｷﾀｹﾝ,ｱｷﾀｼ,3
052027,秋田県,能代市,ｱｷﾀｹﾝ,ﾉｼﾛｼ,3
052035,秋田県,横手市,ｱｷﾀｹﾝ,ﾖｺﾃｼ,3
052043,秋田県,大館市,ｱｷﾀｹﾝ,ｵｵﾀﾞﾃｼ,3
052060,秋田県,男鹿市,ｱｷﾀｹﾝ,ｵｶﾞｼ,4
052078,秋田県,湯沢市,ｱｷﾀｹﾝ,ﾕｻﾞﾜｼ,3
052094,秋田県,鹿角市,ｱｷﾀｹﾝ,ｶﾂﾞﾉｼ,3
052108,秋田県,由利本荘市,ｱｷﾀｹﾝ,ﾕﾘﾎﾝｼﾞｮｳｼ,3
052116,秋田県,潟上市,ｱｷﾀｹﾝ,ｶﾀｶﾞﾐｼ,3
052124,秋田県,大仙市,ｱｷﾀｹﾝ,ﾀﾞｲｾﾝｼ,3
052132,秋田県,北秋田市,ｱｷﾀｹﾝ,ｷﾀｱｷﾀｼ,0
052141,秋田県,にかほ市,ｱｷﾀｹﾝ,ﾆｶﾎｼ,3
052159,秋田県,仙北市,ｱｷﾀｹﾝ,ｾﾝﾎﾞｸｼ,4
053031,秋田県,小坂町,ｱｷﾀｹﾝ,ｺｻｶﾏﾁ,1
053279,秋田県,上小阿仁村,ｱｷﾀｹﾝ,ｶﾐｺｱﾆﾑﾗ,0
053465,秋田県,藤里町,ｱｷﾀｹﾝ,ﾌｼﾞｻﾄﾏﾁ,0
053481,秋田県,三種町,ｱｷﾀｹﾝ,ﾐﾀﾈﾁｮｳ,1
053490,秋田県,八峰町,ｱｷﾀｹﾝ,ﾊｯﾎﾟｳﾁｮｳ,3
053619,秋田県,五城目町,ｱｷﾀｹﾝ,ｺﾞｼﾞｮｳﾒﾏﾁ,3
053635,秋田県,八郎潟町,ｱｷﾀｹﾝ,ﾊﾁﾛｳｶﾞﾀﾏﾁ,0
053660,秋田県,井川町,ｱｷﾀｹﾝ,ｲｶﾜﾏﾁ,0
053686,秋田県,大潟村,ｱｷﾀｹﾝ,ｵｵｶﾞﾀﾑﾗ,4
054348,秋田県,美郷町,ｱｷﾀｹﾝ,ﾐｻﾄﾁｮｳ,3
054631,秋田県,羽後町,ｱｷﾀｹﾝ,ｳｺﾞﾏﾁ,0
054640,秋田県,東成瀬村,ｱｷﾀｹﾝ,ﾋｶﾞｼﾅﾙｾﾑﾗ,0
062014,山形県,山形市,ﾔﾏｶﾞﾀｹﾝ,ﾔﾏｶﾞﾀｼ,3
062022,山形県,米沢市,ﾔﾏｶﾞﾀｹﾝ,ﾖﾈｻﾞﾜｼ,4
062031,山形県,鶴岡市,ﾔﾏｶﾞﾀｹﾝ,ﾂﾙｵｶｼ,3
062049,山形県,酒田市,ﾔﾏｶﾞﾀｹﾝ,ｻｶﾀｼ,1
062057,山形県,新庄市,ﾔﾏｶﾞﾀｹﾝ,ｼﾝｼﾞｮｳｼ,3
062065,山形県,寒河江市,ﾔﾏｶﾞﾀｹﾝ,ｻｶﾞｴｼ,0
062073,山形県,上山市,ﾔﾏｶﾞﾀｹﾝ,ｶﾐﾉﾔﾏｼ,1
062081,山形県,村山市,ﾔﾏｶﾞﾀｹﾝ,ﾑﾗﾔﾏｼ,1
062090,山形県,長井市,ﾔﾏｶﾞﾀｹﾝ,ﾅｶﾞｲｼ,0
062103,山形県,天童市,ﾔﾏｶﾞﾀｹﾝ,ﾃﾝﾄﾞｳｼ,1
062111,山形県,東根市,ﾔﾏｶﾞﾀｹﾝ,ﾋｶﾞｼﾈｼ,1
062120,山形県,尾花沢市,ﾔﾏｶﾞﾀｹﾝ,ｵﾊﾞﾅｻﾞﾜｼ,3
062138,山形県,南陽市,ﾔﾏｶﾞﾀｹﾝ,ﾅﾝﾖｳｼ,1
063011,山形県,山辺町,ﾔﾏｶﾞﾀｹﾝ,ﾔﾏﾉﾍﾞﾏﾁ,0
063029,山形県,中山町,ﾔﾏｶﾞﾀｹﾝ,ﾅｶﾔﾏﾏﾁ,0
063215,山形県,河北町,ﾔﾏｶﾞﾀｹﾝ,ｶﾎｸﾁｮｳ,0
063223,山形県,西川町,ﾔﾏｶﾞﾀｹﾝ,ﾆｼｶﾜﾏﾁ,0
063231,山形県,朝日町,ﾔﾏｶﾞﾀｹﾝ,ｱｻﾋﾏﾁ,0
063240,山形県,大江町,ﾔﾏｶﾞﾀｹﾝ,ｵｵｴﾏﾁ,0
063410,山形県,大石田町,ﾔﾏｶﾞﾀｹﾝ,ｵｵｲｼﾀﾞﾏﾁ,1
063614,山形県,金山町,ﾔﾏｶﾞﾀｹﾝ,ｶﾈﾔﾏﾏﾁ,0
063622,山形県,最上町,ﾔﾏｶﾞﾀｹﾝ,ﾓｶﾞﾐﾏﾁ,1
063631,山形県,舟形町,ﾔﾏｶﾞﾀｹﾝ,ﾌﾅｶﾞﾀﾏﾁ,1
063649,山形県,真室川町,ﾔﾏｶﾞﾀｹﾝ,ﾏﾑﾛｶﾞﾜﾏﾁ,0
063657,山形県,大蔵村,ﾔﾏｶﾞﾀｹﾝ,ｵｵｸﾗﾑﾗ,0
063665,山形県,鮭川村,ﾔﾏｶﾞﾀｹﾝ,ｻｹｶﾞﾜﾑﾗ,0
063673,山形県,戸沢村,ﾔﾏｶﾞﾀｹﾝ,ﾄｻﾞﾜﾑﾗ,3
063819,山形県,高畠町,ﾔﾏｶﾞﾀｹﾝ,ﾀｶﾊﾀﾏﾁ,1
063827,山形県,川西町,ﾔﾏｶﾞﾀｹﾝ,ｶﾜﾆｼﾏﾁ,0
064017,山形県,小国町,ﾔﾏｶﾞﾀｹﾝ,ｵｸﾞﾆﾏﾁ,0
064025,山形県,白鷹町,ﾔﾏｶﾞﾀｹﾝ,ｼﾗﾀｶﾏﾁ,0
064033,山形県,飯豊町,ﾔﾏｶﾞﾀｹﾝ,ｲｲﾃﾞﾏﾁ,0
064262,山形県,三川町,ﾔﾏｶﾞﾀｹﾝ,ﾐｶﾜﾏﾁ,0
064289,山形県,庄内町,ﾔﾏｶﾞﾀｹﾝ,ｼﾖｳﾅｲﾏﾁ,3
064611,山形県,遊佐町,ﾔﾏｶﾞﾀｹﾝ,ﾕｻﾞﾏﾁ,3
072010,福島県,福島市,ﾌｸｼﾏｹﾝ,ﾌｸｼﾏｼ,4
072028,福島県,会津若松市,ﾌｸｼﾏｹﾝ,ｱｲﾂﾞﾜｶﾏﾂｼ,3
072036,福島県,郡山市,ﾌｸｼﾏｹﾝ,ｺｵﾘﾔﾏｼ,3
072044,福島県,いわき市,ﾌｸｼﾏｹﾝ,ｲﾜｷｼ,0
072052,福島県,白河市,ﾌｸｼﾏｹﾝ,ｼﾗｶﾜｼ,1
072079,福島県,須賀川市,ﾌｸｼﾏｹﾝ,ｽｶｶﾞﾜｼ,1
072087,福島県,喜多方市,ﾌｸｼﾏｹﾝ,ｷﾀｶﾀｼ,0
072095,福島県,相馬市,ﾌｸｼﾏｹﾝ,ｿｳﾏｼ,0
072109,福島県,二本松市,ﾌｸｼﾏｹﾝ,ﾆﾎﾝﾏﾂｼ,1
072117,福島県,田村市,ﾌｸｼﾏｹﾝ,ﾀﾑﾗｼ,1
072125,福島県,南相馬市,ﾌｸｼﾏｹﾝ,ﾐﾅﾐｿｳﾏｼ,0
072133,福島県,伊達市,ﾌｸｼﾏｹﾝ,ﾀﾞﾃｼ,1
072141,福島県,本宮市,ﾌｸｼﾏｹﾝ,ﾓﾄﾐﾔｼ,1
073016,福島県,桑折町,ﾌｸｼﾏｹﾝ,ｺｵﾘﾏﾁ,1
073032,福島県,国見町,ﾌｸｼﾏｹﾝ,ｸﾆﾐﾏﾁ,1
073083,福島県,川俣町,ﾌｸｼﾏｹﾝ,ｶﾜﾏﾀﾏﾁ,0
073229,福島県,大玉村,ﾌｸｼﾏｹﾝ,ｵｵﾀﾏﾑﾗ,1
073423,福島県,鏡石町,ﾌｸｼﾏｹﾝ,ｶｶﾞﾐｲｼﾏﾁ,1
073440,福島県,天栄村,ﾌｸｼﾏｹﾝ,ﾃﾝｴｲﾑﾗ,1
073628,福島県,下郷町,ﾌｸｼﾏｹﾝ,ｼﾓｺﾞｳﾏﾁ,3
073644,福島県,檜枝岐村,ﾌｸｼﾏｹﾝ,ﾋﾉｴﾏﾀﾑﾗ,0
073679,福島県,只見町,ﾌｸｼﾏｹﾝ,ﾀﾀﾞﾐﾏﾁ,0
073687,福島県,南会津町,ﾌｸｼﾏｹﾝ,ﾐﾅﾐｱｲﾂﾞﾏﾁ,1
074021,福島県,北塩原村,ﾌｸｼﾏｹﾝ,ｷﾀｼｵﾊﾞﾗﾑﾗ,3
074055,福島県,西会津町,ﾌｸｼﾏｹﾝ,ﾆｼｱｲﾂﾞﾏﾁ,0
074071,福島県,磐梯町,ﾌｸｼﾏｹﾝ,ﾊﾞﾝﾀﾞｲﾏﾁ,1
074080,福島県,猪苗代町,ﾌｸｼﾏｹﾝ,ｲﾅﾜｼﾛﾏﾁ,3
074217,福島県,会津坂下町,ﾌｸｼﾏｹﾝ,ｱｲﾂﾞﾊﾞﾝｹﾞﾏﾁ,0
074225,福島県,湯川村,ﾌｸｼﾏｹﾝ,ﾕｶﾞﾜﾑﾗ,0
074233,福島県,柳津町,ﾌｸｼﾏｹﾝ,ﾔﾅｲﾂﾞﾏﾁ,0
074446,福島県,三島町,ﾌｸｼﾏｹﾝ,ﾐｼﾏﾏﾁ,0
074454,福島県,金山町,ﾌｸｼﾏｹﾝ,ｶﾈﾔﾏﾏﾁ,0
074462,福島県,昭和村,ﾌｸｼﾏｹﾝ,ｼｮｳﾜﾑﾗ,0
074471,福島県,会津美里町,ﾌｸｼﾏｹﾝ,ｱｲﾂﾞﾐｻﾄﾏﾁ,0
074616,福島県,西郷村,ﾌｸｼﾏｹﾝ,ﾆｼｺﾞｳﾑﾗ,1
074641,福島県,泉崎村,ﾌｸｼﾏｹﾝ,ｲｽﾞﾐｻﾞｷﾑﾗ,1
074659,福島県,中島村,ﾌｸｼﾏｹﾝ,ﾅｶｼﾞﾏﾑﾗ,0
074667,福島県,矢吹町,ﾌｸｼﾏｹﾝ,ﾔﾌﾞｷﾏﾁ,1
074811,福島県,棚倉町,ﾌｸｼﾏｹﾝ,ﾀﾅｸﾞﾗﾏﾁ,0
074829,福島県,矢祭町,ﾌｸｼﾏｹﾝ,ﾔﾏﾂﾘﾏﾁ,0
074837,福島県,塙町,ﾌｸｼﾏｹﾝ,ﾊﾅﾜﾏﾁ,0
074845,福島県,鮫川村,ﾌｸｼﾏｹﾝ,ｻﾒｶﾞﾜﾑﾗ,0
075019,福島県,石川町,ﾌｸｼﾏｹﾝ,ｲｼｶﾜﾏﾁ,0
075027,福島県,玉川村,ﾌｸｼﾏｹﾝ,ﾀﾏｶﾜﾑﾗ,0
075035,福島県,平田村,ﾌｸｼﾏｹﾝ,ﾋﾗﾀﾑﾗ,0
075043,福島県,浅川町,ﾌｸｼﾏｹﾝ,ｱｻｶﾜﾏﾁ,0
075051,福島県,古殿町,ﾌｸｼﾏｹﾝ,ﾌﾙﾄﾞﾉﾏﾁ,0
075213,福島県,三春町,ﾌｸｼﾏｹﾝ,ﾐﾊﾙﾏﾁ,0
075221,福島県,小野町,ﾌｸｼﾏｹﾝ,ｵﾉﾏﾁ,0
075418,福島県,広野町,ﾌｸｼﾏｹﾝ,ﾋﾛﾉﾏﾁ,0
075426,福島県,楢葉町,ﾌｸｼﾏｹﾝ,ﾅﾗﾊﾏﾁ,0
075434,福島県,富岡町,ﾌｸｼﾏｹﾝ,ﾄﾐｵｶﾏﾁ,0
075442,福島県,川内村,ﾌｸｼﾏｹﾝ,ｶﾜｳﾁﾑﾗ,0
075451,福島県,大熊町,ﾌｸｼﾏｹﾝ,ｵｵｸﾏﾏﾁ,0
075469,福島県,双葉町,ﾌｸｼﾏｹﾝ,ﾌﾀﾊﾞﾏﾁ,0
075477,福島県,浪江町,ﾌｸｼﾏｹﾝ,ﾅﾐｴﾏﾁ,0
075485,福島県,葛尾村,ﾌｸｼﾏｹﾝ,ｶﾂﾗｵﾑﾗ,0
075612,福島県,新地町,ﾌｸｼﾏｹﾝ,ｼﾝﾁﾏﾁ,0
075647,福島県,飯舘村,ﾌｸｼﾏｹﾝ,ｲｲﾀﾃﾑﾗ,0
082015,茨城県,水戸市,ｲﾊﾞﾗｷｹﾝ,ﾐﾄｼ,3
082023,茨城県,日立市,ｲﾊﾞﾗｷｹﾝ,ﾋﾀﾁｼ,0
082031,茨城県,土浦市,ｲﾊﾞﾗｷｹﾝ,ﾂﾁｳﾗｼ,1
082040,茨城県,古河市,ｲﾊﾞﾗｷｹﾝ,ｺｶﾞｼ,1
082058,茨城県,石岡市,ｲﾊﾞﾗｷｹﾝ,ｲｼｵｶｼ,3
082074,茨城県,結城市,ｲﾊﾞﾗｷｹﾝ,ﾕｳｷｼ,0
082082,茨城県,龍ケ崎市,ｲﾊﾞﾗｷｹﾝ,ﾘｭｳｶﾞｻｷｼ,1
082104,茨城県,下妻市,ｲﾊﾞﾗｷｹﾝ,ｼﾓﾂﾏｼ,3
082112,茨城県,常総市,ｲﾊﾞﾗｷｹﾝ,ｼﾞｮｳｿｳｼ,0
082121,茨城県,常陸太田市,ｲﾊﾞﾗｷｹﾝ,ﾋﾀﾁｵｵﾀｼ,0
082147,茨城県,高萩市,ｲﾊﾞﾗｷｹﾝ,ﾀｶﾊｷﾞｼ,0
082155,茨城県,北茨城市,ｲﾊﾞﾗｷｹﾝ,ｷﾀｲﾊﾞﾗｷｼ,0
082163,茨城県,笠間市,ｲﾊﾞﾗｷｹﾝ,ｶｻﾏｼ,3
082171,茨城県,取手市,ｲﾊﾞﾗｷｹﾝ,ﾄﾘﾃﾞｼ,1
082198,茨城県,牛久市,ｲﾊﾞﾗｷｹﾝ,ｳｼｸｼ,3
082201,茨城県,つくば市,ｲﾊﾞﾗｷｹﾝ,ﾂｸﾊﾞｼ,4
082210,茨城県,ひたちなか市,ｲﾊﾞﾗｷｹﾝ,ﾋﾀﾁﾅｶｼ,3
082228,茨城県,鹿嶋市,ｲﾊﾞﾗｷｹﾝ,ｶｼﾏｼ,3
082236,茨城県,潮来市,ｲﾊﾞﾗｷｹﾝ,ｲﾀｺｼ,3
082244,茨城県,守谷市,ｲﾊﾞﾗｷｹﾝ,ﾓﾘﾔｼ,3
082252,茨城県,常陸大宮市,ｲﾊﾞﾗｷｹﾝ,ﾋﾀﾁｵｵﾐﾔｼ,0
082261,茨城県,那珂市,ｲﾊﾞﾗｷｹﾝ,ﾅｶｼ,0
082279,茨城県,筑西市,ｲﾊﾞﾗｷｹﾝ,ﾁｸｾｲｼ,1
082287,茨城県,坂東市,ｲﾊﾞﾗｷｹﾝ,ﾊﾞﾝﾄﾞｳｼ,1
082295,茨城県,稲敷市,ｲﾊﾞﾗｷｹﾝ,ｲﾅｼｷｼ,1
082309,茨城県,かすみがうら市,ｲﾊﾞﾗｷｹﾝ,ｶｽﾐｶﾞｳﾗｼ,1
082317,茨城県,桜川市,ｲﾊﾞﾗｷｹﾝ,ｻｸﾗｶﾞﾜｼ,1
082325,茨城県,神栖市,ｲﾊﾞﾗｷｹﾝ,ｶﾐｽｼ,1
082333,茨城県,行方市,ｲﾊﾞﾗｷｹﾝ,ﾅﾒｶﾞﾀｼ,0
082341,茨城県,鉾田市,ｲﾊﾞﾗｷｹﾝ,ﾎｺﾀｼ,1
082350,茨城県,つくばみらい市,ｲﾊﾞﾗｷｹﾝ,ﾂｸﾊﾞﾐﾗｲｼ,1
082368,茨城県,小美玉市,ｲﾊﾞﾗｷｹﾝ,ｵﾐﾀﾏｼ,3
083020,茨城県,茨城町,ｲﾊﾞﾗｷｹﾝ,ｲﾊﾞﾗｷﾏﾁ,1
083097,茨城県,大洗町,ｲﾊﾞﾗｷｹﾝ,ｵｵｱﾗｲﾏﾁ,4
083101,茨城県,城里町,ｲﾊﾞﾗｷｹﾝ,ｼﾛｻﾄﾏﾁ,0
083411,茨城県,東海村,ｲﾊﾞﾗｷｹﾝ,ﾄｳｶｲﾑﾗ,1
083640,茨城県,大子町,ｲﾊﾞﾗｷｹﾝ,ﾀﾞｲｺﾞﾏﾁ,0
084425,茨城県,美浦村,ｲﾊﾞﾗｷｹﾝ,ﾐﾎﾑﾗ,1
084433,茨城県,阿見町,ｲﾊﾞﾗｷｹﾝ,ｱﾐﾏﾁ,1
084476,茨城県,河内町,ｲﾊﾞﾗｷｹﾝ,ｶﾜﾁﾏﾁ,1
085219,茨城県,八千代町,ｲﾊﾞﾗｷｹﾝ,ﾔﾁﾖﾏﾁ,1
085421,茨城県,五霞町,ｲﾊﾞﾗｷｹﾝ,ｺﾞｶﾏﾁ,3
085464,茨城県,境町,ｲﾊﾞﾗｷｹﾝ,ｻｶｲﾏﾁ,3
085642,茨城県,利根町,ｲﾊﾞﾗｷｹﾝ,ﾄﾈﾏﾁ,0
