団体コード,都道府県名（漢字）,市区町村名（漢字）,都道府県名（カナ）,市区町村名（カナ）,訪問レベル
092011,栃木県,宇都宮市,ﾄﾁｷﾞｹﾝ,ｳﾂﾉﾐﾔｼ,3
092029,栃木県,足利市,ﾄﾁｷﾞｹﾝ,ｱｼｶｶﾞｼ,3
092037,栃木県,栃木市,ﾄﾁｷﾞｹﾝ,ﾄﾁｷﾞｼ,3
092045,栃木県,佐野市,ﾄﾁｷﾞｹﾝ,ｻﾉｼ,3
092053,栃木県,鹿沼市,ﾄﾁｷﾞｹﾝ,ｶﾇﾏｼ,1
092061,栃木県,日光市,ﾄﾁｷﾞｹﾝ,ﾆｯｺｳｼ,4
092088,栃木県,小山市,ﾄﾁｷﾞｹﾝ,ｵﾔﾏｼ,1
092096,栃木県,真岡市,ﾄﾁｷﾞｹﾝ,ﾓｵｶｼ,1
092100,栃木県,大田原市,ﾄﾁｷﾞｹﾝ,ｵｵﾀﾜﾗｼ,1
092118,栃木県,矢板市,ﾄﾁｷﾞｹﾝ,ﾔｲﾀｼ,1
092134,栃木県,那須塩原市,ﾄﾁｷﾞｹﾝ,ﾅｽｼｵﾊﾞﾗｼ,1
092142,栃木県,さくら市,ﾄﾁｷﾞｹﾝ,ｻｸﾗｼ,1
092151,栃木県,那須烏山市,ﾄﾁｷﾞｹﾝ,ﾅｽｶﾗｽﾔﾏｼ,0
092169,栃木県,下野市,ﾄﾁｷﾞｹﾝ,ｼﾓﾂｹｼ,1
093017,栃木県,上三川町,ﾄﾁｷﾞｹﾝ,ｶﾐﾉｶﾜﾏﾁ,1
093424,栃木県,益子町,ﾄﾁｷﾞｹﾝ,ﾏｼｺﾏﾁ,0
093432,栃木県,茂木町,ﾄﾁｷﾞｹﾝ,ﾓﾃｷﾞﾏﾁ,0
093441,栃木県,市貝町,ﾄﾁｷﾞｹﾝ,ｲﾁｶｲﾏﾁ,0
093459,栃木県,芳賀町,ﾄﾁｷﾞｹﾝ,ﾊｶﾞﾏﾁ,0
093611,栃木県,壬生町,ﾄﾁｷﾞｹﾝ,ﾐﾌﾞﾏﾁ,3
093645,栃木県,野木町,ﾄﾁｷﾞｹﾝ,ﾉｷﾞﾏﾁ,1
093840,栃木県,塩谷町,ﾄﾁｷﾞｹﾝ,ｼｵﾔﾏﾁ,1
093866,栃木県,高根沢町,ﾄﾁｷﾞｹﾝ,ﾀｶﾈｻﾞﾜﾏﾁ,0
094072,栃木県,那須町,ﾄﾁｷﾞｹﾝ,ﾅｽﾏﾁ,3
094111,栃木県,那珂川町,ﾄﾁｷﾞｹﾝ,ﾅｶｶﾞﾜﾏﾁ,0
102016,群馬県,前橋市,ｸﾞﾝﾏｹﾝ,ﾏｴﾊﾞｼｼ,3
102024,群馬県,高崎市,ｸﾞﾝﾏｹﾝ,ﾀｶｻｷｼ,3
102032,群馬県,桐生市,ｸﾞﾝﾏｹﾝ,ｷﾘｭｳｼ,1
102041,群馬県,伊勢崎市,ｸﾞﾝﾏｹﾝ,ｲｾｻｷｼ,1
102059,群馬県,太田市,ｸﾞﾝﾏｹﾝ,ｵｵﾀｼ,3
102067,群馬県,沼田市,ｸﾞﾝﾏｹﾝ,ﾇﾏﾀｼ,3
102075,群馬県,館林市,ｸﾞﾝﾏｹﾝ,ﾀﾃﾊﾞﾔｼｼ,3
102083,群馬県,渋川市,ｸﾞﾝﾏｹﾝ,ｼﾌﾞｶﾜｼ,3
102091,群馬県,藤岡市,ｸﾞﾝﾏｹﾝ,ﾌｼﾞｵｶｼ,3
102105,群馬県,富岡市,ｸﾞﾝﾏｹﾝ,ﾄﾐｵｶｼ,3
102113,群馬県,安中市,ｸﾞﾝﾏｹﾝ,ｱﾝﾅｶｼ,1
102121,群馬県,みどり市,ｸﾞﾝﾏｹﾝ,ﾐﾄﾞﾘｼ,3
103446,群馬県,榛東村,ｸﾞﾝﾏｹﾝ,ｼﾝﾄｳﾑﾗ,1
103454,群馬県,吉岡町,ｸﾞﾝﾏｹﾝ,ﾖｼｵｶﾏﾁ,3
103667,群馬県,上野村,ｸﾞﾝﾏｹﾝ,ｳｴﾉﾑﾗ,0
103675,群馬県,神流町,ｸﾞﾝﾏｹﾝ,ｶﾝﾅﾏﾁ,0
103829,群馬県,下仁田町,ｸﾞﾝﾏｹﾝ,ｼﾓﾆﾀﾏﾁ,3
103837,群馬県,南牧村,ｸﾞﾝﾏｹﾝ,ﾅﾝﾓｸﾑﾗ,3
103845,群馬県,甘楽町,ｸﾞﾝﾏｹﾝ,ｶﾝﾗﾏﾁ,3
104213,群馬県,中之条町,ｸﾞﾝﾏｹﾝ,ﾅｶﾉｼﾞﾖｳﾏﾁ,3
104248,群馬県,長野原町,ｸﾞﾝﾏｹﾝ,ﾅｶﾞﾉﾊﾗﾏﾁ,3
104256,群馬県,嬬恋村,ｸﾞﾝﾏｹﾝ,ﾂﾏｺﾞｲﾑﾗ,3
104264,群馬県,草津町,ｸﾞﾝﾏｹﾝ,ｸｻﾂﾏﾁ,4
104281,群馬県,高山村,ｸﾞﾝﾏｹﾝ,ﾀｶﾔﾏﾑﾗ,3
104299,群馬県,東吾妻町,ｸﾞﾝﾏｹﾝ,ﾋｶﾞｼｱｶﾞﾂﾏﾏﾁ,3
104434,群馬県,片品村,ｸﾞﾝﾏｹﾝ,ｶﾀｼﾅﾑﾗ,0
104442,群馬県,川場村,ｸﾞﾝﾏｹﾝ,ｶﾜﾊﾞﾑﾗ,3
104485,群馬県,昭和村,ｸﾞﾝﾏｹﾝ,ｼｮｳﾜﾑﾗ,3
104493,群馬県,みなかみ町,ｸﾞﾝﾏｹﾝ,ﾐﾅｶﾐﾏﾁ,3
104647,群馬県,玉村町,ｸﾞﾝﾏｹﾝ,ﾀﾏﾑﾗﾏﾁ,1
105210,群馬県,板倉町,ｸﾞﾝﾏｹﾝ,ｲﾀｸﾗﾏﾁ,3
105228,群馬県,明和町,ｸﾞﾝﾏｹﾝ,ﾒｲﾜﾏﾁ,1
105236,群馬県,千代田町,ｸﾞﾝﾏｹﾝ,ﾁﾖﾀﾞﾏﾁ,1
105244,群馬県,大泉町,ｸﾞﾝﾏｹﾝ,ｵｵｲｽﾞﾐﾏﾁ,3
105252,群馬県,邑楽町,ｸﾞﾝﾏｹﾝ,ｵｳﾗﾏﾁ,3
111007,埼玉県,さいたま市,ｻｲﾀﾏｹﾝ,ｻｲﾀﾏｼ,3
111015,埼玉県,さいたま市西区,ｻｲﾀﾏｹﾝ,ｻｲﾀﾏｼﾆｼｸ,3
111023,埼玉県,さいたま市北区,ｻｲﾀﾏｹﾝ,ｻｲﾀﾏｼｷﾀｸ,1
111031,埼玉県,さいたま市大宮区,ｻｲﾀﾏｹﾝ,ｻｲﾀﾏｼｵｵﾐﾔｸ,3
111040,埼玉県,さいたま市見沼区,ｻｲﾀﾏｹﾝ,ｻｲﾀﾏｼﾐﾇﾏｸ,1
111058,埼玉県,さいたま市中央区,ｻｲﾀﾏｹﾝ,ｻｲﾀﾏｼﾁｭｳｵｳｸ,1
111066,埼玉県,さいたま市桜区,ｻｲﾀﾏｹﾝ,ｻｲﾀﾏｼｻｸﾗｸ,1
111074,埼玉県,さいたま市浦和区,ｻｲﾀﾏｹﾝ,ｻｲﾀﾏｼｳﾗﾜｸ,3
111082,埼玉県,さいたま市南区,ｻｲﾀﾏｹﾝ,ｻｲﾀﾏｼﾐﾅﾐｸ,1
111091,埼玉県,さいたま市緑区,ｻｲﾀﾏｹﾝ,ｻｲﾀﾏｼﾐﾄﾞﾘｸ,1
111104,埼玉県,さいたま市岩槻区,ｻｲﾀﾏｹﾝ,ｻｲﾀﾏｼｲﾜﾂｷｸ,1
112011,埼玉県,川越市,ｻｲﾀﾏｹﾝ,ｶﾜｺﾞｴｼ,3
112020,埼玉県,熊谷市,ｻｲﾀﾏｹﾝ,ｸﾏｶﾞﾔｼ,3
112038,埼玉県,川口市,ｻｲﾀﾏｹﾝ,ｶﾜｸﾞﾁｼ,3
112062,埼玉県,行田市,ｻｲﾀﾏｹﾝ,ｷﾞﾖｳﾀﾞｼ,3
112071,埼玉県,秩父市,ｻｲﾀﾏｹﾝ,ﾁﾁﾌﾞｼ,3
112089,埼玉県,所沢市,ｻｲﾀﾏｹﾝ,ﾄｺﾛｻﾞﾜｼ,3
112097,埼玉県,飯能市,ｻｲﾀﾏｹﾝ,ﾊﾝﾉｳｼ,3
112101,埼玉県,加須市,ｻｲﾀﾏｹﾝ,ｶｿﾞｼ,3
112119,埼玉県,本庄市,ｻｲﾀﾏｹﾝ,ﾎﾝｼﾞﾖｳｼ,1
112127,埼玉県,東松山市,ｻｲﾀﾏｹﾝ,ﾋｶﾞｼﾏﾂﾔﾏｼ,3
112143,埼玉県,春日部市,ｻｲﾀﾏｹﾝ,ｶｽｶﾍﾞｼ,1
112151,埼玉県,狭山市,ｻｲﾀﾏｹﾝ,ｻﾔﾏｼ,3
112160,埼玉県,羽生市,ｻｲﾀﾏｹﾝ,ﾊﾆﾕｳｼ,3
112178,埼玉県,鴻巣市,ｻｲﾀﾏｹﾝ,ｺｳﾉｽｼ,3
112186,埼玉県,深谷市,ｻｲﾀﾏｹﾝ,ﾌｶﾔｼ,3
112194,埼玉県,上尾市,ｻｲﾀﾏｹﾝ,ｱｹﾞｵｼ,1
112216,埼玉県,草加市,ｻｲﾀﾏｹﾝ,ｿｳｶｼ,3
112224,埼玉県,越谷市,ｻｲﾀﾏｹﾝ,ｺｼｶﾞﾔｼ,3
112232,埼玉県,蕨市,ｻｲﾀﾏｹﾝ,ﾜﾗﾋﾞｼ,3
112241,埼玉県,戸田市,ｻｲﾀﾏｹﾝ,ﾄﾀﾞｼ,3
112259,埼玉県,入間市,ｻｲﾀﾏｹﾝ,ｲﾙﾏｼ,3
112275,埼玉県,朝霞市,ｻｲﾀﾏｹﾝ,ｱｻｶｼ,3
112283,埼玉県,志木市,ｻｲﾀﾏｹﾝ,ｼｷｼ,0
112291,埼玉県,和光市,ｻｲﾀﾏｹﾝ,ﾜｺｳｼ,3
112305,埼玉県,新座市,ｻｲﾀﾏｹﾝ,ﾆｲｻﾞｼ,3
112313,埼玉県,桶川市,ｻｲﾀﾏｹﾝ,ｵｹｶﾞﾜｼ,1
112321,埼玉県,久喜市,ｻｲﾀﾏｹﾝ,ｸｷｼ,1
112330,埼玉県,北本市,ｻｲﾀﾏｹﾝ,ｷﾀﾓﾄｼ,1
112348,埼玉県,八潮市,ｻｲﾀﾏｹﾝ,ﾔｼｵｼ,1
112356,埼玉県,富士見市,ｻｲﾀﾏｹﾝ,ﾌｼﾞﾐｼ,0
112372,埼玉県,三郷市,ｻｲﾀﾏｹﾝ,ﾐｻﾄｼ,1
112381,埼玉県,蓮田市,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,3
112399,埼玉県,坂戸市,ｻｲﾀﾏｹﾝ,ｻｶﾄﾞｼ,3
112402,埼玉県,幸手市,ｻｲﾀﾏｹﾝ,ｻｯﾃｼ,1
112411,埼玉県,鶴ヶ島市,ｻｲﾀﾏｹﾝ,ﾂﾙｶﾞｼﾏｼ,1
112429,埼玉県,日高市,ｻｲﾀﾏｹﾝ,ﾋﾀﾞｶｼ,3
112437,埼玉県,吉川市,ｻｲﾀﾏｹﾝ,ﾖｼｶﾜｼ,1
112453,埼玉県,ふじみ野市,ｻｲﾀﾏｹﾝ,ﾌｼﾞﾐﾉｼ,1
112461,埼玉県,白岡市,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,1
113018,埼玉県,伊奈町,ｻｲﾀﾏｹﾝ,ｲﾅﾏﾁ,1
113247,埼玉県,三芳町,ｻｲﾀﾏｹﾝ,ﾐﾖｼﾏﾁ,3
113263,埼玉県,毛呂山町,ｻｲﾀﾏｹﾝ,ﾓﾛﾔﾏﾏﾁ,0
113271,埼玉県,越生町,ｻｲﾀﾏｹﾝ,ｵｺﾞｾﾏﾁ,0
113417,埼玉県,滑川町,ｻｲﾀﾏｹﾝ,ﾅﾒｶﾞﾜﾏﾁ,3
113425,埼玉県,嵐山町,ｻｲﾀﾏｹﾝ,ﾗﾝｻﾞﾝﾏﾁ,3
113433,埼玉県,小川町,ｻｲﾀﾏｹﾝ,ｵｶﾞﾜﾏﾁ,3
113468,埼玉県,川島町,ｻｲﾀﾏｹﾝ,ｶﾜｼﾞﾏﾏﾁ,1
113476,埼玉県,吉見町,ｻｲﾀﾏｹﾝ,ﾖｼﾐﾏﾁ,3
113484,埼玉県,鳩山町,ｻｲﾀﾏｹﾝ,ﾊﾄﾔﾏﾏﾁ,0
113492,埼玉県,ときがわ町,ｻｲﾀﾏｹﾝ,ﾄｷｶﾞﾜﾏﾁ,0
113611,埼玉県,横瀬町,ｻｲﾀﾏｹﾝ,ﾖｺｾﾞﾏﾁ,3
113620,埼玉県,皆野町,ｻｲﾀﾏｹﾝ,ﾐﾅﾉﾏﾁ,1
113638,埼玉県,長瀞町,ｻｲﾀﾏｹﾝ,ﾅｶﾞﾄﾛﾏﾁ,3
113654,埼玉県,小鹿野町,ｻｲﾀﾏｹﾝ,ｵｶﾞﾉﾏﾁ,3
113697,埼玉県,東秩父村,ｻｲﾀﾏｹﾝ,ﾋｶﾞｼﾁﾁﾌﾞﾑﾗ,0
113816,埼玉県,美里町,ｻｲﾀﾏｹﾝ,ﾐｻﾄﾏﾁ,1
113832,埼玉県,神川町,ｻｲﾀﾏｹﾝ,ｶﾐｶﾜﾏﾁ,0
113859,埼玉県,上里町,ｻｲﾀﾏｹﾝ,ｶﾐｻﾄﾏﾁ,3
114081,埼玉県,寄居町,ｻｲﾀﾏｹﾝ,ﾖﾘｲﾏﾁ,1
114421,埼玉県,宮代町,ｻｲﾀﾏｹﾝ,ﾐﾔｼﾛﾏﾁ,1
114642,埼玉県,杉戸町,ｻｲﾀﾏｹﾝ,ｽｷﾞﾄﾏﾁ,1
114651,埼玉県,松伏町,ｻｲﾀﾏｹﾝ,ﾏﾂﾌﾞｼﾏﾁ,0
121002,千葉県,千葉市,ﾁﾊﾞｹﾝ,ﾁﾊﾞｼ,3
121011,千葉県,千葉市中央区,ﾁﾊﾞｹﾝ,ﾁﾊﾞｼﾁｭｳｵｳｸ,3
121029,千葉県,千葉市花見川区,ﾁﾊﾞｹﾝ,ﾁﾊﾞｼﾊﾅﾐｶﾞﾜｸ,1
121037,千葉県,千葉市稲毛区,ﾁﾊﾞｹﾝ,ﾁﾊﾞｼｲﾅｹﾞｸ,1
121045,千葉県,千葉市若葉区,ﾁﾊﾞｹﾝ,ﾁﾊﾞｼﾜｶﾊﾞｸ,1
121053,千葉県,千葉市緑区,ﾁﾊﾞｹﾝ,ﾁﾊﾞｼﾐﾄﾞﾘｸ,0
121061,千葉県,千葉市美浜区,ﾁﾊﾞｹﾝ,ﾁﾊﾞｼﾐﾊﾏｸ,1
122025,千葉県,銚子市,ﾁﾊﾞｹﾝ,ﾁｮｳｼｼ,3
122033,千葉県,市川市,ﾁﾊﾞｹﾝ,ｲﾁｶﾜｼ,4
122041,千葉県,船橋市,ﾁﾊﾞｹﾝ,ﾌﾅﾊﾞｼｼ,1
122050,千葉県,館山市,ﾁﾊﾞｹﾝ,ﾀﾃﾔﾏｼ,3
122068,千葉県,木更津市,ﾁﾊﾞｹﾝ,ｷｻﾗﾂﾞｼ,3
122076,千葉県,松戸市,ﾁﾊﾞｹﾝ,ﾏﾂﾄﾞｼ,3
122084,千葉県,野田市,ﾁﾊﾞｹﾝ,ﾉﾀﾞｼ,3
122106,千葉県,茂原市,ﾁﾊﾞｹﾝ,ﾓﾊﾞﾗｼ,1
122114,千葉県,成田市,ﾁﾊﾞｹﾝ,ﾅﾘﾀｼ,3
122122,千葉県,佐倉市,ﾁﾊﾞｹﾝ,ｻｸﾗｼ,3
122131,千葉県,東金市,ﾁﾊﾞｹﾝ,ﾄｳｶﾞﾈｼ,1
122157,千葉県,旭市,ﾁﾊﾞｹﾝ,ｱｻﾋｼ,1
122165,千葉県,習志野市,ﾁﾊﾞｹﾝ,ﾅﾗｼﾉｼ,1
122173,千葉県,柏市,ﾁﾊﾞｹﾝ,ｶｼﾜｼ,3
122181,千葉県,勝浦市,ﾁﾊﾞｹﾝ,ｶﾂｳﾗｼ,1
122190,千葉県,市原市,ﾁﾊﾞｹﾝ,ｲﾁﾊﾗｼ,3
122203,千葉県,流山市,ﾁﾊﾞｹﾝ,ﾅｶﾞﾚﾔﾏｼ,1
122211,千葉県,八千代市,ﾁﾊﾞｹﾝ,ﾔﾁﾖｼ,1
122220,千葉県,我孫子市,ﾁﾊﾞｹﾝ,ｱﾋﾞｺｼ,3
122238,千葉県,鴨川市,ﾁﾊﾞｹﾝ,ｶﾓｶﾞﾜｼ,1
122246,千葉県,鎌ケ谷市,ﾁﾊﾞｹﾝ,ｶﾏｶﾞﾔｼ,0
122254,千葉県,君津市,ﾁﾊﾞｹﾝ,ｷﾐﾂｼ,1
122262,千葉県,富津市,ﾁﾊﾞｹﾝ,ﾌｯﾂｼ,3
122271,千葉県,浦安市,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,1
122289,千葉県,四街道市,ﾁﾊﾞｹﾝ,ﾖﾂｶｲﾄﾞｳｼ,1
122297,千葉県,袖ケ浦市,ﾁﾊﾞｹﾝ,ｿﾃﾞｶﾞｳﾗｼ,1
122301,千葉県,八街市,ﾁﾊﾞｹﾝ,ﾔﾁﾏﾀｼ,1
122319,千葉県,印西市,ﾁﾊﾞｹﾝ,ｲﾝｻﾞｲｼ,1
122327,千葉県,白井市,ﾁﾊﾞｹﾝ,ｼﾛｲｼ,1
122335,千葉県,富里市,ﾁﾊﾞｹﾝ,ﾄﾐｻﾄｼ,3
122343,千葉県,南房総市,ﾁﾊﾞｹﾝ,ﾐﾅﾐﾎﾞｳｿｳｼ,3
122351,千葉県,匝瑳市,ﾁﾊﾞｹﾝ,ｿｳｻｼ,3
122360,千葉県,香取市,ﾁﾊﾞｹﾝ,ｶﾄﾘｼ,3
122378,千葉県,山武市,ﾁﾊﾞｹﾝ,ｻﾝﾑｼ,1
122386,千葉県,いすみ市,ﾁﾊﾞｹﾝ,ｲｽﾐｼ,1
122394,千葉県,大網白里市,ﾁﾊﾞｹﾝ,ｵｵｱﾐｼﾗｻﾄｼ,1
123226,千葉県,酒々井町,ﾁﾊﾞｹﾝ,ｼｽｲﾏﾁ,1
123293,千葉県,栄町,ﾁﾊﾞｹﾝ,ｻｶｴﾏﾁ,1
123421,千葉県,神崎町,ﾁﾊﾞｹﾝ,ｺｳｻﾞｷﾏﾁ,1
123471,千葉県,多古町,ﾁﾊﾞｹﾝ,ﾀｺﾏﾁ,1
123498,千葉県,東庄町,ﾁﾊﾞｹﾝ,ﾄｳﾉｼｮｳﾏﾁ,1
124036,千葉県,九十九里町,ﾁﾊﾞｹﾝ,ｸｼﾞﾕｳｸﾘﾏﾁ,3
124095,千葉県,芝山町,ﾁﾊﾞｹﾝ,ｼﾊﾞﾔﾏﾏﾁ,1
124109,千葉県,横芝光町,ﾁﾊﾞｹﾝ,ﾖｺｼﾊﾞﾋｶﾘﾏﾁ,3
124214,千葉県,一宮町,ﾁﾊﾞｹﾝ,ｲﾁﾉﾐﾔﾏﾁ,3
124222,千葉県,睦沢町,ﾁﾊﾞｹﾝ,ﾑﾂｻﾞﾜﾏﾁ,0
124231,千葉県,長生村,ﾁﾊﾞｹﾝ,ﾁｮｳｾｲﾑﾗ,1
124249,千葉県,白子町,ﾁﾊﾞｹﾝ,ｼﾗｺﾏﾁ,3
124265,千葉県,長柄町,ﾁﾊﾞｹﾝ,ﾅｶﾞﾗﾏﾁ,3
124273,千葉県,長南町,ﾁﾊﾞｹﾝ,ﾁｮｳﾅﾝﾏﾁ,0
124419,千葉県,大多喜町,ﾁﾊﾞｹﾝ,ｵｵﾀｷﾏﾁ,3
124435,千葉県,御宿町,ﾁﾊﾞｹﾝ,ｵﾝｼﾞﾕｸﾏﾁ,1
124630,千葉県,鋸南町,ﾁﾊﾞｹﾝ,ｷﾖﾅﾝﾏﾁ,3
131016,東京都,千代田区,ﾄｳｷｮｳﾄ,ﾁﾖﾀﾞｸ,4
131024,東京都,中央区,ﾄｳｷｮｳﾄ,ﾁｭｳｵｳｸ,3
131032,東京都,港区,ﾄｳｷｮｳﾄ,ﾐﾅﾄｸ,4
131041,東京都,新宿区,ﾄｳｷｮｳﾄ,ｼﾝｼﾞｭｸｸ,3
131059,東京都,文京区,ﾄｳｷｮｳﾄ,ﾌﾞﾝｷｮｳｸ,4
131067,東京都,台東区,ﾄｳｷｮｳﾄ,ﾀｲﾄｳｸ,4
131075,東京都,墨田区,ﾄｳｷｮｳﾄ,ｽﾐﾀﾞｸ,3
131083,東京都,江東区,ﾄｳｷｮｳﾄ,ｺｳﾄｳｸ,3
131091,東京都,品川区,ﾄｳｷｮｳﾄ,ｼﾅｶﾞﾜｸ,3
131105,東京都,目黒区,ﾄｳｷｮｳﾄ,ﾒｸﾞﾛｸ,3
131113,東京都,大田区,ﾄｳｷｮｳﾄ,ｵｵﾀｸ,4
131121,東京都,世田谷区,ﾄｳｷｮｳﾄ,ｾﾀｶﾞﾔｸ,3
131130,東京都,渋谷区,ﾄｳｷｮｳﾄ,ｼﾌﾞﾔｸ,4
131148,東京都,中野区,ﾄｳｷｮｳﾄ,ﾅｶﾉｸ,3
131156,東京都,杉並区,ﾄｳｷｮｳﾄ,ｽｷﾞﾅﾐｸ,3
131164,東京都,豊島区,ﾄｳｷｮｳﾄ,ﾄｼﾏｸ,4
131172,東京都,北区,ﾄｳｷｮｳﾄ,ｷﾀｸ,3
131181,東京都,荒川区,ﾄｳｷｮｳﾄ,ｱﾗｶﾜｸ,3
131199,東京都,板橋区,ﾄｳｷｮｳﾄ,ｲﾀﾊﾞｼｸ,4
131202,東京都,練馬区,ﾄｳｷｮｳﾄ,ﾈﾘﾏｸ,4
131211,東京都,足立区,ﾄｳｷｮｳﾄ,ｱﾀﾞﾁｸ,3
131229,東京都,葛飾区,ﾄｳｷｮｳﾄ,ｶﾂｼｶｸ,3
131237,東京都,江戸川区,ﾄｳｷｮｳﾄ,ｴﾄﾞｶﾞﾜｸ,4
132012,東京都,八王子市,ﾄｳｷｮｳﾄ,ﾊﾁｵｳｼﾞｼ,4
132021,東京都,立川市,ﾄｳｷｮｳﾄ,ﾀﾁｶﾜｼ,3
132039,東京都,武蔵野市,ﾄｳｷｮｳﾄ,ﾑｻｼﾉｼ,3
132047,東京都,三鷹市,ﾄｳｷｮｳﾄ,ﾐﾀｶｼ,3
132055,東京都,青梅市,ﾄｳｷｮｳﾄ,ｵｳﾒｼ,3
132063,東京都,府中市,ﾄｳｷｮｳﾄ,ﾌﾁｭｳｼ,3
132071,東京都,昭島市,ﾄｳｷｮｳﾄ,ｱｷｼﾏｼ,1
132080,東京都,調布市,ﾄｳｷｮｳﾄ,ﾁｮｳﾌｼ,3
132098,東京都,町田市,ﾄｳｷｮｳﾄ,ﾏﾁﾀﾞｼ,3
132101,東京都,小金井市,ﾄｳｷｮｳﾄ,ｺｶﾞﾈｲｼ,3
132110,東京都,小平市,ﾄｳｷｮｳﾄ,ｺﾀﾞｲﾗｼ,3
132128,東京都,日野市,ﾄｳｷｮｳﾄ,ﾋﾉｼ,1
132136,東京都,東村山市,ﾄｳｷｮｳﾄ,ﾋｶﾞｼﾑﾗﾔﾏｼ,1
132144,東京都,国分寺市,ﾄｳｷｮｳﾄ,ｺｸﾌﾞﾝｼﾞｼ,1
132152,東京都,国立市,ﾄｳｷｮｳﾄ,ｸﾆﾀﾁｼ,1
132187,東京都,福生市,ﾄｳｷｮｳﾄ,ﾌｯｻｼ,1
132195,東京都,狛江市,ﾄｳｷｮｳﾄ,ｺﾏｴｼ,1
132209,東京都,東大和市,ﾄｳｷｮｳﾄ,ﾋｶﾞｼﾔﾏﾄｼ,3
132217,東京都,清瀬市,ﾄｳｷｮｳﾄ,ｷﾖｾｼ,1
132225,東京都,東久留米市,ﾄｳｷｮｳﾄ,ﾋｶﾞｼｸﾙﾒｼ,1
132233,東京都,武蔵村山市,ﾄｳｷｮｳﾄ,ﾑｻｼﾑﾗﾔﾏｼ,1
132241,東京都,多摩市,ﾄｳｷｮｳﾄ,ﾀﾏｼ,3
132250,東京都,稲城市,ﾄｳｷｮｳﾄ,ｲﾅｷﾞｼ,1
132276,東京都,羽村市,ﾄｳｷｮｳﾄ,ﾊﾑﾗｼ,1
132284,東京都,あきる野市,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,1
132292,東京都,西東京市,ﾄｳｷｮｳﾄ,ﾆｼﾄｳｷｮｳｼ,3
133035,東京都,瑞穂町,ﾄｳｷｮｳﾄ,ﾐｽﾞﾎﾏﾁ,1
133051,東京都,日の出町,ﾄｳｷｮｳﾄ,ﾋﾉﾃﾞﾏﾁ,3
133078,東京都,檜原村,ﾄｳｷｮｳﾄ,ﾋﾉﾊﾗﾑﾗ,1
133086,東京都,奥多摩町,ﾄｳｷｮｳﾄ,ｵｸﾀﾏﾏﾁ,3
